field_1st_author,field_2nd_author,author_fname,author_midname,auth_suffix,author_lname_IDF,affl_email,affl_jaccard,affl_tfidf,affl_softtfidf,affl_dept_jaccard,affl_org_jaccard,affl_location_jaccard,coauth_lname_shared,coauth_lname_idf,coauth_jaccard,coauth_lname_finitial_jaccard,mesh_shared,mesh_shared_idf,mesh_tree_shared,mesh_tree_shared_idf,journal_shared_idf,journal_year,journal_year_diff,abstract_jaccard,title_jaccard,title_bigram_jaccard,title_embedding_cosine,abstract_embedding_cosine,target
weber m_946,weber m_943,0,0,0,8.053948111635188,0,0.06666666666666667,5.107000705374776,2.706710373848631,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,2,5,0.02989130434782609,0.0,0.0,0.7698217630386353,0.0,0
weber m_946,weber m_940,0,0,0,8.053948111635188,0,0.05555555555555555,5.107000705374776,3.4216904726011,0.0,0.0,0.0,0,0.0,0.0,0.0,2,6.654201911883185,197,2159.146793055895,0.0,2,6,0.009708737864077669,0.0,0.0,0.7740914225578308,0.8779380321502686,0
weber m_946,weber m_943,0,0,0,8.053948111635188,0,0.05882352941176471,5.107000705374776,2.706710373848631,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,2,6,0.04273504273504274,0.0,0.0,0.723577082157135,0.9101331830024719,0
weber m_946,weber m_946,0,0,0,8.053948111635188,0,0.2307692307692308,190.5887412310352,116.0764856697904,0.4,0.0,0.3333333333333333,1,9.498957241287332,0.125,0.125,3,22.92276077114032,76,819.2074202927437,0.0,2,6,0.06276150627615062,0.2,0.1333333333333333,0.873462975025177,0.9277670383453369,1
weber m_946,weber m_956,0,0,0,8.053948111635188,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,11.38869843249168,168,1790.907621961105,0.0,2,7,0.03802281368821293,0.0,0.0,0.6571346521377563,0.9108642339706421,0
weber m_946,weber m_955,0,0,0,8.053948111635188,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,2,7,0.007142857142857143,0.0,0.0,0.6226646304130554,0.8549347519874573,0
weber m_946,weber m_956,0,0,0,8.053948111635188,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,2,7,0.01449275362318841,0.0,0.0,0.6750861406326294,0.8742328882217407,0
weber m_946,weber m_956,0,0,0,8.053948111635188,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,7.738779173399628,149,1591.294259588299,0.0,2,8,0.01282051282051282,0.0,0.0,0.7304506897926331,0.8787250518798828,0
weber m_946,weber m_940,0,0,0,8.053948111635188,0,0.05263157894736842,5.107000705374776,3.4216904726011,0.0,0.0,0.0,0,0.0,0.0,0.0,3,11.38869843249168,113,1215.292153610386,0.0,2,8,0.03463203463203463,0.0,0.0,0.7058921456336975,0.8653692007064819,0
weber m_946,weber m_955,0,0,0,8.053948111635188,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,119,1345.62498782761,0.0,2,8,0.03012048192771084,0.0,0.0,0.639247477054596,0.8794196844100952,0
weber m_946,weber m_963,0,0,0,8.053948111635188,0,0.125,29.99630134103717,19.14010582229793,0.1428571428571428,0.0,0.1666666666666667,0,0.0,0.0,0.0,2,6.654201911883185,150,1630.764442630081,0.0,3,9,0.0,0.0,0.0,0.6593112349510193,0.8778433203697205,0
weber m_946,weber m_956,0,0,0,8.053948111635188,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,11.38869843249168,165,1747.906070347167,0.0,3,9,0.008620689655172414,0.0,0.0,0.6991829872131348,0.854203999042511,0
weber m_946,weber m_963,0,0,0,8.053948111635188,0,0.1333333333333333,29.99630134103717,19.14010582229793,0.1428571428571428,0.0,0.2,0,0.0,0.0,0.0,2,6.654201911883185,151,1645.505751215994,0.0,3,10,0.01136363636363636,0.0,0.0,0.7594600915908813,0.81435626745224,0
weber m_946,weber m_955,0,0,0,8.053948111635188,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,88,934.128416949982,0.0,3,11,0.007462686567164179,0.0,0.0,0.6370945572853088,0.8444787263870239,0
weber m_946,weber m_963,0,0,0,8.053948111635188,0,0.125,29.99630134103717,19.14010582229793,0.1428571428571428,0.0,0.1428571428571428,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,3,13,0.0,0.0,0.0,0.693492591381073,0.0,0
weber m_946,weber m_946,0,0,0,8.053948111635188,0,0.3571428571428572,220.0456245328052,135.2363647803062,0.5,0.0,0.3333333333333333,1,9.498957241287332,0.25,0.25,0,0.0,0,0.0,0.0,3,9,0.08888888888888889,0.0,0.0,0.7360599040985107,0.9216646552085876,1
weber m_946,weber m_944,0,0,0,8.053948111635188,0,0.05882352941176471,5.107000705374776,2.655640366794883,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.0,143,1579.026101469812,0.0,3,15,0.005319148936170213,0.0,0.0,0.6530883312225342,0.8517271280288696,0
weber m_946,weber m_983,0,0,0,8.053948111635188,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,3.004282652791131,161,1713.987007374566,0.0,3,14,0.0,0.0,0.0,0.701108455657959,0.8440436720848083,0
weber m_946,weber m_950,0,0,0,8.053948111635188,0,0.06666666666666667,5.107000705374776,3.728110514923586,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,3,13,0.02013422818791946,0.0,0.0,0.7016263604164124,0.9039525985717773,0
weber m_946,weber m_964,0,0,0,8.053948111635188,0,0.06666666666666667,24.8893006356624,14.43579436868419,0.0,0.0,0.125,0,0.0,0.0,0.0,0,0.0,12,157.1174306671576,0.0,3,15,0.02654867256637168,0.0,0.0,0.6992005109786987,0.8217633962631226,0
weber m_946,weber m_944,0,0,0,8.053948111635188,0,0.05882352941176471,5.107000705374776,2.706710373848631,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.0,183,2054.148520384188,0.0,3,15,0.01092896174863388,0.0,0.0,0.6768887042999268,0.8368850946426392,0
weber m_946,weber m_944,0,0,0,8.053948111635188,0,0.05,5.107000705374776,2.96206040911737,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.0,83,1039.996117186257,0.0,3,16,0.008695652173913044,0.0,0.0,0.6767265200614929,0.8199667930603027,0
weber m_946,weber m_944,0,0,0,8.053948111635188,0,0.05882352941176471,5.107000705374776,2.655640366794883,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.0,205,2382.178793790829,0.0,3,16,0.009345794392523364,0.0,0.0,0.6571264266967773,0.8266060948371887,0
weber m_946,weber m_964,0,0,0,8.053948111635188,0,0.0625,24.8893006356624,14.43579436868419,0.0,0.0,0.1,0,0.0,0.0,0.0,2,19.27284151204827,117,1246.299432845124,0.0,3,16,0.0,0.0,0.0,0.7420126795768738,0.8482045531272888,0
weber m_946,weber m_969,0,0,0,8.053948111635188,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,3.004282652791131,126,1300.180163189851,0.0,3,17,0.004444444444444444,0.0,0.0,0.5381597876548767,0.824191153049469,0
weber m_946,weber m_944,0,0,0,8.053948111635188,0,0.05,5.107000705374776,2.96206040911737,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.0,142,1594.000551022432,0.0,3,17,0.0,0.0,0.0,0.6290208697319031,0.8095672130584717,0
weber m_946,weber m_964,0,0,0,8.053948111635188,0,0.05882352941176471,24.8893006356624,14.43579436868419,0.0,0.0,0.1,0,0.0,0.0,0.0,3,11.38869843249168,175,1948.122686198948,0.0,3,17,0.01052631578947368,0.0,0.0,0.6989466547966003,0.8677876591682434,0
weber m_946,weber m_957,0,0,0,8.053948111635188,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,29,302.4227757957491,0.0,3,17,0.0,0.0,0.0,0.5713080763816833,0.7292178273200989,0
weber m_946,weber m_972,0,0,0,8.053948111635188,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,3.004282652791131,98,1044.985750118808,0.0,3,18,0.0,0.0,0.0,0.5589349269866943,0.8230593800544739,0
weber m_946,weber m_964,0,0,0,8.053948111635188,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,22.69961721982611,79,828.8022898104119,0.0,3,19,0.0,0.0,0.0,0.6819990277290344,0.0,0
weber m_946,weber m_950,0,0,0,8.053948111635188,0,0.0625,5.107000705374776,3.728110514923586,0.0,0.0,0.0,0,0.0,0.0,0.0,3,22.92276077114032,205,2149.510238694178,0.0,3,18,0.0380952380952381,0.0,0.0,0.7571853995323181,0.8697896003723145,0
weber m_946,weber m_969,0,0,0,8.053948111635188,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,3,18,0.03804347826086957,0.0,0.0,0.7268918752670288,0.8944166898727417,0
weber m_946,weber m_972,0,0,0,8.053948111635188,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,119,1254.708352241976,0.0,3,19,0.007042253521126761,0.0,0.0,0.4931727945804596,0.784967303276062,0
weber m_946,weber m_983,0,0,0,8.053948111635188,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,58,603.7659084562918,0.0,3,19,0.004329004329004329,0.0,0.0,0.702427864074707,0.8323721885681152,0
weber m_946,weber m_957,0,0,0,8.053948111635188,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,47,526.7546068944622,0.0,3,19,0.01047120418848168,0.0,0.0,0.5893102288246155,0.8069374561309814,0
weber m_946,weber m_957,0,0,0,8.053948111635188,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,37,405.1341419174167,0.0,3,19,0.01680672268907563,0.0,0.0,0.5742007493972778,0.7517117857933044,0
weber m_946,weber m_950,0,0,0,8.053948111635188,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,22.92276077114032,215,2281.042764992945,0.0,3,20,0.0,0.0,0.0,0.7739671468734741,0.8150477409362793,0
weber m_946,weber m_972,0,0,0,8.053948111635188,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,79,782.629501695013,0.0,3,20,0.02238805970149254,0.0,0.0,0.5455594062805176,0.8186595439910889,0
weber m_946,weber m_957,0,0,0,8.053948111635188,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,26,267.3298144433911,0.0,3,20,0.006172839506172839,0.0,0.0,0.6500077843666077,0.804570734500885,0
weber m_946,weber m_957,0,0,0,8.053948111635188,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,37,393.0180623685613,0.0,3,20,0.0,0.0,0.0,0.5993905067443848,0.0,0
weber m_946,weber m_946,0,0,0,8.053948111635188,0,0.2857142857142857,174.8802268642583,108.7165608290654,0.25,0.3333333333333333,0.25,1,9.498957241287332,0.2,0.2,0,0.0,0,0.0,13.03641143901139,2,2,0.0576923076923077,0.0,0.0,0.7513844966888428,0.9026755094528198,1
weber m_946,weber m_940,0,0,0,8.053948111635188,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,10.96125624581872,214,2392.529796122544,0.0,2,3,0.03214285714285714,0.0,0.0,0.7074717879295349,0.0,0
weber m_946,weber m_947,0,0,0,8.053948111635188,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,14.58666356871058,133,1559.564205146356,0.0,2,4,0.0,0.0,0.0,0.7538945078849792,0.0,0
weber m_946,weber m_947,0,0,0,8.053948111635188,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,56,602.2718412213568,0.0,2,4,0.0,0.0,0.0,0.7029252052307129,0.0,0
weber m_946,weber m_947,0,0,0,8.053948111635188,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,149,1605.478906395487,0.0,2,4,0.00909090909090909,0.0,0.0,0.7025255560874939,0.0,0
weber m_946,weber m_947,0,0,0,8.053948111635188,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,3.004282652791131,171,1955.4927816952,0.0,2,4,0.0,0.0,0.0,0.7147862911224365,0.0,0
weber m_946,weber m_947,0,0,0,8.053948111635188,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,3.004282652791131,54,585.3340912743894,0.0,2,5,0.03409090909090909,0.0,0.0,0.5574275255203247,0.8221921324729919,0
weber m_946,weber m_943,0,0,0,8.053948111635188,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,10.96125624581872,108,1232.865245841552,0.0,2,5,0.0,0.0,0.0,0.7228190302848816,0.0,0
weber m_946,weber m_943,0,0,0,8.053948111635188,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,2,5,0.02710027100271003,0.0,0.0,0.7827417850494385,0.0,0
weber m_946,weber m_940,0,0,0,8.053948111635188,0,0.05555555555555555,10.11540702859055,5.361165725152993,0.0,0.0,0.0,0,0.0,0.0,0.0,2,6.654201911883185,211,2369.365427788428,0.0,2,6,0.01923076923076923,0.0,0.0,0.7279567122459412,0.8739659190177917,0
weber m_946,weber m_943,0,0,0,8.053948111635188,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,2,6,0.0423728813559322,0.0,0.0,0.6950597167015076,0.9075189828872681,0
weber m_946,weber m_946,0,0,0,8.053948111635188,0,0.1538461538461539,154.0519112154393,97.05270406572673,0.25,0.1428571428571428,0.25,1,9.498957241287332,0.1428571428571428,0.1428571428571428,3,10.96125624581872,86,1000.234551830205,13.03641143901139,2,6,0.04583333333333333,0.0,0.0,0.695032000541687,0.9142920970916748,1
weber m_946,weber m_956,0,0,0,8.053948111635188,0,0.05882352941176471,10.11540702859055,5.866936076582521,0.0,0.09090909090909091,0.0,0,0.0,0.0,0.0,3,22.54363716173818,180,1987.829989753852,0.0,2,7,0.003787878787878788,0.0,0.0,0.7237369418144226,0.9020527005195618,0
weber m_946,weber m_955,0,0,0,8.053948111635188,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,2,7,0.02127659574468085,0.0,0.0,0.6758840084075928,0.9079329371452332,0
weber m_946,weber m_956,0,0,0,8.053948111635188,0,0.04347826086956522,10.11540702859055,5.866936076582521,0.0,0.09090909090909091,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,2,7,0.01923076923076923,0.0,0.0,0.6573575735092163,0.8979313969612122,0
weber m_946,weber m_956,0,0,0,8.053948111635188,0,0.03448275862068965,10.11540702859055,5.866936076582521,0.0,0.09090909090909091,0.0,0,0.0,0.0,0.0,2,17.93099716818902,160,1783.001439662057,0.0,2,8,0.00425531914893617,0.0,0.0,0.7138358950614929,0.894536554813385,0
weber m_946,weber m_940,0,0,0,8.053948111635188,0,0.05263157894736842,10.11540702859055,5.361165725152993,0.0,0.0,0.0,0,0.0,0.0,0.0,3,10.96125624581872,120,1363.729018126653,0.0,2,8,0.01724137931034483,0.0,0.0,0.6898521184921265,0.8900216817855835,0
weber m_946,weber m_955,0,0,0,8.053948111635188,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,131,1542.066664421977,0.0,2,8,0.01796407185628742,0.0,0.0,0.6983606815338135,0.8927066326141357,0
weber m_946,weber m_963,0,0,0,8.053948111635188,0,0.125,90.32141661763724,52.42177467602012,0.0,0.3333333333333333,0.25,0,0.0,0.0,0.0,3,10.96125624581872,161,1810.315470611127,0.0,3,9,0.008695652173913044,0.0,0.0,0.6587659120559692,0.8865309357643127,0
weber m_946,weber m_956,0,0,0,8.053948111635188,0,0.0,10.11540702859055,5.866936076582521,0.0,0.09090909090909091,0.0,0,0.0,0.0,0.0,3,22.54363716173818,176,1939.613250420925,0.0,3,9,0.008547008547008548,0.0,0.0,0.6591894030570984,0.8666892051696777,0
weber m_946,weber m_963,0,0,0,8.053948111635188,0,0.1333333333333333,69.90566521259574,41.39726891729771,0.0,0.25,0.3333333333333333,0,0.0,0.0,0.0,3,10.96125624581872,161,1808.166130583719,0.0,3,10,0.0,0.0,0.0,0.7220486402511597,0.8158308863639832,0
weber m_946,weber m_955,0,0,0,8.053948111635188,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,100,1130.570093544349,0.0,3,11,0.007407407407407408,0.0,0.0,0.6770733594894409,0.8981825709342957,0
weber m_946,weber m_963,0,0,0,8.053948111635188,0,0.125,90.32141661763724,52.42177467602012,0.0,0.2,0.2,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,3,13,0.0,0.0,0.0,0.6385538578033447,0.0,0
weber m_946,weber m_946,0,0,0,8.053948111635188,0,0.07142857142857142,154.0519112154393,97.36017786310974,0.2,0.2,0.25,1,9.498957241287332,0.3333333333333333,0.3333333333333333,0,0.0,0,0.0,0.0,3,9,0.03314917127071823,0.0,0.0,0.7386329770088196,0.9020748138427734,1
weber m_946,weber m_944,0,0,0,8.053948111635188,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,164,1887.420458817707,0.0,3,15,0.0,0.0,0.0,0.6941187381744385,0.8901788592338562,0
weber m_946,weber m_983,0,0,0,8.053948111635188,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,3.004282652791131,180,1958.140986533113,0.0,3,14,0.01435406698564593,0.0,0.0,0.7374900579452515,0.8585246801376343,0
weber m_946,weber m_950,0,0,0,8.053948111635188,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,3,13,0.01333333333333333,0.0,0.0,0.7181999087333679,0.902735710144043,0
weber m_946,weber m_964,0,0,0,8.053948111635188,0,0.06666666666666667,24.8893006356624,14.43579436868419,0.0,0.0,0.1666666666666667,0,0.0,0.0,0.0,0,0.0,21,307.7469738259236,0.0,3,15,0.0,0.0,0.0,0.6101382374763489,0.8020037412643433,0
weber m_946,weber m_944,0,0,0,8.053948111635188,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,194,2226.647692742276,0.0,3,15,0.0108695652173913,0.0,0.0,0.7189276814460754,0.8753599524497986,0
weber m_946,weber m_944,0,0,0,8.053948111635188,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,92,1190.625660345023,0.0,3,16,0.0,0.0,0.0,0.6716994047164917,0.8570610284805298,0
weber m_946,weber m_944,0,0,0,8.053948111635188,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,219,2605.349911988881,0.0,3,16,0.009302325581395349,0.0,0.0,0.6853746771812439,0.8532274961471558,0
weber m_946,weber m_964,0,0,0,8.053948111635188,0,0.0625,24.8893006356624,14.43579436868419,0.0,0.0,0.125,0,0.0,0.0,0.0,2,7.311336986726671,119,1287.377069760116,0.0,3,16,0.0,0.0,0.0,0.7045139670372009,0.8525665402412415,0
weber m_946,weber m_969,0,0,0,8.053948111635188,0,0.05,12.93939340772331,8.928181451329086,0.25,0.0,0.0,0,0.0,0.0,0.0,1,13.62394283425349,139,1468.134894882753,0.0,3,17,0.004424778761061947,0.0,0.0,0.5937908887863159,0.8388300538063049,0
weber m_946,weber m_944,0,0,0,8.053948111635188,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,154,1783.390371993843,0.0,3,17,0.0,0.0,0.0,0.6634490489959717,0.852690577507019,0
weber m_946,weber m_964,0,0,0,8.053948111635188,0,0.05882352941176471,24.8893006356624,14.43579436868419,0.0,0.0,0.125,0,0.0,0.0,0.0,3,10.96125624581872,183,2089.157920432744,0.0,3,17,0.01041666666666667,0.0,0.0,0.7151778340339661,0.8640524744987488,0
weber m_946,weber m_957,0,0,0,8.053948111635188,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,42,468.771345151521,0.0,3,17,0.0,0.0,0.0,0.6931502223014832,0.784199059009552,0
weber m_946,weber m_972,0,0,0,8.053948111635188,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,13.62394283425349,106,1145.701968764942,0.0,3,18,0.01298701298701299,0.0,0.0,0.6619598269462585,0.8679855465888977,0
weber m_946,weber m_964,0,0,0,8.053948111635188,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,22.54363716173818,89,1009.829421347874,0.0,3,19,0.0,0.0,0.0,0.6446313261985779,0.0,0
weber m_946,weber m_950,0,0,0,8.053948111635188,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,6.654201911883185,218,2363.323255100246,0.0,3,18,0.04716981132075472,0.0,0.0,0.7383903861045837,0.8862876296043396,0
weber m_946,weber m_969,0,0,0,8.053948111635188,0,0.05882352941176471,12.93939340772331,8.669393583174621,0.25,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,3,18,0.01621621621621622,0.0,0.0,0.7082703709602356,0.8974630832672119,0
weber m_946,weber m_972,0,0,0,8.053948111635188,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,10.61966018146235,134,1444.01492672068,0.0,3,19,0.0,0.0,0.0,0.5722367763519287,0.8191900253295898,0
weber m_946,weber m_983,0,0,0,8.053948111635188,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,10.61966018146235,76,835.8890514058799,0.0,3,19,0.01724137931034483,0.0,0.0,0.6853135228157043,0.8761619925498962,0
weber m_946,weber m_957,0,0,0,8.053948111635188,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,60,693.1031762502344,0.0,3,19,0.02083333333333333,0.0,0.0,0.7268944978713989,0.8331667184829712,0
weber m_946,weber m_957,0,0,0,8.053948111635188,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,50,571.4827112731888,0.0,3,19,0.0,0.0,0.0,0.6936813592910767,0.7987803816795349,0
weber m_946,weber m_950,0,0,0,8.053948111635188,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,17.27386209334554,227,2477.965132785691,0.0,3,20,0.0,0.0,0.0,0.7664139270782471,0.8367751240730286,0
weber m_946,weber m_972,0,0,0,8.053948111635188,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,10.61966018146235,84,848.7065527577366,0.0,3,20,0.01481481481481482,0.0,0.0,0.6323634386062622,0.8246009349822998,0
weber m_946,weber m_957,0,0,0,8.053948111635188,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,33,356.364870629046,0.0,3,20,0.01226993865030675,0.0,0.0,0.7505336403846741,0.8280129432678223,0
weber m_946,weber m_957,0,0,0,8.053948111635188,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,52,578.2845521800605,0.0,3,20,0.0,0.0,0.0,0.7300658226013184,0.0,0
weber m_946,weber m_940,0,0,0,8.053948111635188,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,183,1996.926278892071,0.0,2,1,0.02066115702479339,0.0,0.0,0.7903515100479126,0.0,0
